  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      227        0.711        6.130            0      511.620      197.833       72.055
      228        0.818        6.188            0      517.728      219.910       73.574
      229        0.637        6.114            0      513.792      243.892       72.632
      230        0.663        6.155            0      515.203      242.773       73.500
      231        0.709        6.284            0      520.060      203.903       74.120
      232        0.547        6.049            0      512.751      228.299       72.697
      233        0.690        6.173            0      516.489      243.882       73.693
      234        0.731        6.118            0      515.930      232.672       72.674
      235        0.835        6.189            0      518.901      232.368       74.050
      236        0.722        6.151            0      516.212      222.605       76.145
      237        0.637        6.026            0      513.604      220.562       76.312
      238        0.763        6.141            0      517.782      207.708       75.008
      239        0.774        6.122            0      514.888      222.318       73.346
      240        0.770        6.035            0      509.388      206.015       77.250
      241        0.904        6.021            0      512.901      227.890       74.562
      242        0.932        6.074            0      514.103      238.178       73.037
      243        0.903        6.101            0      512.443      255.750       72.213
      244        0.807        6.128            0      516.998      208.388       73.711
      245        0.747        6.093            0      516.537      216.273       70.827
      246        0.769        6.068            0      513.395      223.699       73.714
      247        0.900        6.130            0      518.656      240.985       75.891
      248        0.804        6.142            0      513.252      278.246       75.760
      249        0.772        6.003            0      511.629      233.226       76.012
      250        0.807        6.012            0      507.540      195.461       70.026
      251        0.772        6.011            0      511.742      202.998       76.435
      252        0.600        6.032            0      511.587      256.787       71.450
      253        0.778        6.060            0      512.228      242.263       74.423
      254        0.708        6.035            0      512.892      224.993       76.512
      255        0.967        6.252            0      518.945      295.427       73.447
      256        0.695        6.033            0      511.805      220.320       73.468
      257        0.756        6.112            0      514.377      251.604       74.356
      258        0.711        6.205            0      516.629      251.183       71.066
      259        1.024        6.253            0      518.175      266.443       75.063
      260        0.968        6.117            0      510.682      259.912       72.807
      261        0.888        6.066            0      514.176      226.940       74.034
      262        0.844        6.120            0      512.063      277.811       73.967
      263        1.019        6.019            0      512.825      263.795       78.814
      264        1.012        6.022            0      513.524      248.093       75.040
      265        0.711        5.950            0      503.963      223.984       71.017
      266        0.589        6.076            0      512.018      240.987       72.316
      267        0.635        6.059            0      512.944      223.950       72.243
      268        0.749        5.995            0      507.461      241.047       70.623
      269        0.716        6.145            0      516.753      290.865       73.426
      270        1.111        6.044            0      509.309      249.786       76.307
      271        0.681        6.066            0      513.821      262.496       71.700
      272        0.952        6.125            0      510.542      307.325       70.783
      273        0.743        5.986            0      511.944      282.147       69.015
      274        0.844        6.032            0      513.145      290.346       73.208
      275        0.761        5.984            0      510.933      282.586       73.586
      276        0.712        6.036            0      508.348      269.849       72.793
      277        0.867        6.094            0      512.770      298.169       73.816
      278        0.740        6.028            0      510.418      237.115       74.349
      279        0.706        6.189            0      517.420      254.283       72.143
      280        0.725        6.131            0      516.903      248.811       71.467
      281        0.736        6.042            0      510.189      266.660       72.866
      282        0.938        5.980            0      507.971      223.332       71.808
      283        0.786        5.994            0      509.987      271.628       72.314
      284        0.803        5.997            0      512.917      319.540       75.328
      285        0.812        5.972            0      505.966      276.332       77.028
      286        0.849        5.946            0      510.755      311.559       77.457
      287        0.848        5.928            0      511.797      303.057       72.460
      288        2.036        5.535            0      505.358      217.868       82.864
      289        2.107        5.516            0      504.872      204.605       89.834
      290        2.176        5.531            0      504.016      189.622       87.683
      291        1.721        5.727            0      507.470      243.746       88.130
      292        1.919        5.538            0      502.719      236.593       88.665
      293        1.976        5.648            0      507.580      227.601       82.833
      294        1.852        5.622            0      502.262      188.654       85.692
      295        2.205        5.505            0      503.441      176.336       85.902
      296        1.992        5.580            0      509.065      231.218       89.362
      297        1.957        5.571            0      507.716      232.599       84.023
      298        2.187        5.424            0      499.494      193.785       88.178
      299        1.912        5.615            0      502.971      200.889       85.129
      300        2.110        5.515            0      506.882      204.947       87.275
      301        1.888        5.557            0      504.438      191.826       85.489
      302        1.882        5.640            0      507.296      195.323       82.387
      303        2.007        5.606            0      506.983      193.599       85.188
      304        2.099        5.548            0      505.400      214.953       86.731
      305        2.151        5.378            0      496.049      212.593       87.667
      306        1.859        5.608            0      507.083      239.229       87.981
      307        2.002        5.483            0      499.504      240.560       87.129
      308        2.128        5.460            0      506.574      201.974       90.080
      309        1.792        5.546            0      504.442      232.311       87.146
      310        2.079        5.474            0      500.760      182.323       86.366
      311        2.204        5.441            0      503.175      206.504       89.401
      312        1.987        5.572            0      506.194      235.477       86.509
      313        2.130        5.611            0      510.004      205.385       85.259
      314        2.045        5.572            0      504.229      188.273       84.476
      315        1.828        5.882            0      512.470      212.556       83.549
      316        1.816        5.665            0      501.974      181.325       84.054
      317        2.132        5.585            0      505.480      166.737       86.054
      318        2.103        5.501            0      503.382      214.174       83.930
      319        2.005        5.676            0      508.678      190.643       85.055
      320        2.042        5.607            0      501.731      183.676       84.852
      321        2.079        5.672            0      505.597      189.929       83.919
      322        2.037        5.618            0      506.749      193.944       86.821
      323        2.103        5.570            0      508.076      175.417       83.119
      324        2.035        5.707            0      512.745      183.129       83.689
      325        1.971        5.652            0      504.202      181.921       84.167
      326        2.119        5.522            0      500.715      190.920       85.874
      327        1.981        5.533            0      502.382      200.596       87.501
      328        1.961        5.661            0      508.225      201.288       85.055
      329        2.061        5.466            0      496.660      186.043       84.684
      330        1.967        5.583            0      504.020      169.156       86.021
      331        1.880        5.748            0      508.955      163.407       82.720
      332        2.122        5.616            0      506.829      191.024       85.299
      333        2.062        5.549            0      506.454      213.236       89.549
      334        1.925        5.647            0      505.801      214.602       84.140
      335        2.076        5.665            0      512.183      195.313       88.554
      336        2.030        5.607            0      503.147      193.106       81.993
      337        2.134        5.597            0      505.997      193.536       88.713
      338        1.980        5.668            0      505.862      184.645       83.862
      339        1.965        5.757            0      511.778      200.238       83.868
      340        1.988        5.614            0      502.266      171.964       82.559
      341        1.796        5.795            0      512.486      198.798       80.846
      342        1.976        5.582            0      505.957      198.721       84.498
      343        1.919        5.571            0      506.276      201.632       85.184
      344        1.485        5.970            0      505.518      239.714       74.695
      345        1.070        5.954            0      509.744      237.331       71.964
      346        0.951        6.005            0      513.828      208.642       73.601
      347        0.955        6.130            0      515.840      265.773       74.611
      348        0.937        5.956            0      509.644      246.287       72.226
      349        1.159        5.993            0      510.827      275.092       72.125
      350        1.391        6.011            0      511.740      245.272       70.598
      351        1.201        5.916            0      507.180      244.439       76.782
      352        0.996        6.019            0      512.991      272.976       72.858
      353        1.044        6.162            0      517.038      237.010       75.361
      354        1.108        5.981            0      511.374      274.024       76.119
      355        1.005        6.206            0      518.494      249.900       71.662
      356        1.021        6.017            0      510.880      231.394       76.580
      357        0.840        6.055            0      515.429      251.231       74.059
      358        0.969        6.134            0      515.843      259.963       73.083
      359        1.240        6.148            0      518.387      257.808       76.012
      360        0.868        6.048            0      514.201      250.752       71.095
      361        0.868        6.080            0      512.545      263.938       71.960
      362        0.972        6.063            0      513.478      287.544       74.445
      363        0.855        6.015            0      515.368      292.527       72.712
      364        1.172        5.939            0      511.269      263.854       79.192
      365        0.933        6.167            0      517.277      248.622       75.863
      366        0.924        6.111            0      514.514      257.543       73.001
      367        0.748        6.147            0      516.207      250.733       75.420
      368        0.908        6.018            0      511.652      259.840       73.020
      369        0.914        6.093            0      513.958      289.651       77.446
      370        0.969        6.187            0      520.176      252.049       70.563
      371        0.991        6.022            0      515.182      265.164       73.884
      372        1.040        6.093            0      512.927      290.803       72.705
      373        1.018        6.074            0      512.071      256.041       76.235
      374        0.980        6.042            0      512.278      261.363       74.017
      375        2.044        5.687            0      511.131      210.229       84.002
      376        2.152        5.508            0      499.521      202.324       83.707
      377        2.067        5.675            0      509.786      207.727       86.788
      378        2.103        5.501            0      503.111      192.045       83.204
      379        1.854        5.719            0      508.140      176.432       79.569
      380        2.071        5.617            0      506.470      174.125       84.859
      381        1.920        5.646            0      502.743      181.704       82.693
      382        1.961        5.529            0      506.032      215.993       90.581
      383        2.063        5.411            0      500.852      223.978       86.906
      384        2.268        5.405            0      502.605      245.692       89.270
      385        1.920        5.547            0      501.035      212.933       82.087
      386        2.177        5.395            0      499.028      204.995       86.534
      387        2.037        5.512            0      502.646      207.019       86.889
      388        2.200        5.425            0      498.839      233.973       86.449
      389        2.141        5.458            0      501.334      207.465       86.721
      390        2.092        5.501            0      505.558      236.004       88.040
