  Frame #         RMSD         rGyr      intraHB        MolSA         SASA          PSA
      327        3.067        7.997            0      762.910      440.458       84.212
      328        3.183        7.940            0      758.169      415.342       89.404
      329        3.164        8.150            0      769.424      451.588       87.750
      330        3.286        8.082            0      766.583      443.710       85.944
      331        3.286        7.973            0      759.047      477.963       86.217
      332        3.249        8.212            0      770.584      474.713       86.205
      333        3.482        8.216            0      765.401      495.126       84.706
      334        3.360        8.174            0      764.025      456.924       87.361
      335        3.205        8.215            0      765.680      504.947       83.899
      336        3.551        8.292            0      766.470      542.904       81.279
      337        3.343        8.257            0      772.682      531.509       85.359
      338        3.071        7.877            0      761.154      503.273       84.247
      339        3.534        8.073            0      760.269      513.842       81.956
      340        3.198        8.283            0      778.372      482.162       91.038
      341        3.345        8.047            0      764.506      518.303       88.875
      342        3.306        8.150            0      769.556      538.122       90.067
      343        3.596        8.370            0      770.167      530.221       85.597
      344        3.121        8.210            0      770.180      490.946       95.123
      345        2.960        8.115            0      769.986      452.730       84.964
      346        3.263        8.332            0      776.531      461.689       87.555
      347        3.180        8.171            0      766.431      395.767       87.312
      348        3.271        8.196            0      774.479      437.198       88.458
      349        3.315        8.125            0      761.913      432.150       78.082
      350        3.279        8.257            0      770.221      444.076       89.343
      351        3.184        8.144            0      772.644      405.763       85.690
      352        3.354        8.216            0      764.506      411.235       84.430
      353        3.669        8.289            0      766.649      446.105       88.614
      354        3.524        8.503            0      774.810      465.444       86.644
      355        3.407        8.327            0      770.355      412.414       92.788
      356        3.116        8.268            0      776.934      405.170       90.574
      357        3.260        8.277            0      774.526      430.912       88.233
      358        3.414        8.297            0      770.786      398.967       89.806
      359        3.329        8.114            0      760.013      379.771       90.999
      360        3.306        8.189            0      767.722      441.413       91.225
      361        3.092        8.234            0      774.875      409.315       94.879
      362        3.302        8.220            0      768.760      396.991       89.678
      363        3.222        8.278            0      766.859      375.891       89.668
      364        3.361        8.117            0      769.224      413.024       87.382
      365        3.259        8.218            0      769.226      436.492       90.075
      366        3.112        8.048            0      761.378      434.782       85.976
      367        3.311        8.171            0      765.982      411.803       87.226
      368        3.263        8.128            0      769.336      438.754       84.170
      369        3.019        7.980            0      758.921      459.427       89.578
      370        2.821        7.890            0      760.309      481.210       87.143
      371        3.158        7.886            0      756.125      428.421       77.710
      372        3.207        8.067            0      764.497      431.233       86.441
      373        3.184        7.949            0      760.852      441.850       87.333
      374        3.267        8.007            0      763.976      427.402       91.211
      375        3.381        8.203            0      768.580      440.862       85.745
      376        3.494        8.364            0      769.419      413.433       90.690
      377        3.035        8.104            0      764.826      391.295       94.037
      378        3.356        8.259            0      772.491      464.697       87.398
      379        3.343        8.285            0      769.252      428.118       94.475
      380        3.252        7.960            0      753.682      432.072       83.859
      381        3.026        7.791            0      754.682      436.788       86.891
      382        3.045        7.768            0      757.805      444.440       87.146
      383        3.304        8.166            0      761.700      440.136       84.769
      384        3.481        8.232            0      770.554      426.187       89.721
      385        3.258        8.023            0      761.243      403.716       90.805
      386        3.192        8.091            0      771.669      402.994       84.840
      387        3.542        8.088            0      771.877      415.120       78.011
      388        3.006        7.741            0      747.467      398.692       88.095
