  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy
      4841      5.749           5.714           6.903           6.241
      4842      5.688           5.658           6.886           6.212
      4843      5.723           5.691           6.880           6.217
      4844      5.796           5.765           6.958           6.294
      4845      5.773           5.734           6.949           6.278
      4846      5.772           5.742           6.969           6.291
      4847      5.692           5.657           6.880           6.208
      4848      5.792           5.758           6.969           6.306
      4849      5.656           5.621           6.859           6.178
      4850      5.566           5.532           6.758           6.084
      4851      5.609           5.581           6.781           6.123
      4852      5.568           5.533           6.807           6.117
      4853      5.488           5.460           6.719           6.036
      4854      5.594           5.567           6.763           6.111
      4855      5.568           5.534           6.791           6.103
      4856      5.666           5.635           6.881           6.193
      4857      5.541           5.518           6.755           6.065
      4858      5.631           5.605           6.825           6.144
      4859      5.610           5.570           6.809           6.112
      4860      5.630           5.598           6.796           6.131
      4861      5.662           5.625           6.860           6.172
      4862      5.615           5.586           6.817           6.131
      4863      5.756           5.718           6.921           6.249
      4864      5.801           5.759           6.961           6.290
      4865      5.704           5.664           6.903           6.218
      4866      5.824           5.787           6.981           6.321
      4867      5.759           5.721           6.915           6.250
      4868      5.812           5.770           6.993           6.315
      4869      5.724           5.690           6.955           6.249
      4870      5.706           5.667           6.910           6.215
      4871      5.802           5.762           6.979           6.301
      4872      5.887           5.851           7.022           6.360
      4873      5.705           5.667           6.908           6.219
      4874      5.667           5.625           6.869           6.189
      4875      5.865           5.824           7.029           6.347
      4876      5.731           5.691           6.964           6.258
      4877      5.741           5.704           6.929           6.243
      4878      5.825           5.788           6.970           6.305
      4879      5.742           5.703           6.935           6.242
      4880      5.823           5.792           6.981           6.318
      4881      5.685           5.654           6.896           6.201
      4882      5.808           5.782           6.975           6.299
      4883      5.788           5.751           6.979           6.298
      4884      5.775           5.739           6.998           6.299
      4885      5.792           5.754           6.952           6.287
      4886      5.819           5.776           6.983           6.301
      4887      5.878           5.838           7.043           6.365
      4888      5.775           5.737           6.959           6.272
      4889      5.741           5.708           6.932           6.243
      4890      5.737           5.704           6.961           6.257
      4891      5.710           5.676           6.922           6.229
      4892      5.901           5.858           7.026           6.372
      4893      5.728           5.690           6.925           6.237
      4894      5.862           5.817           7.010           6.346
      4895      5.766           5.724           6.956           6.269
      4896      5.818           5.776           7.029           6.321
      4897      5.869           5.830           7.031           6.355
      4898      5.875           5.827           7.046           6.364
      4899      5.852           5.808           7.042           6.355
      4900      5.856           5.817           7.018           6.344
      4901      5.796           5.762           6.978           6.294
      4902      5.851           5.808           7.023           6.349
      4903      5.790           5.751           6.948           6.281
      4904      5.806           5.773           6.975           6.310
      4905      5.902           5.863           7.062           6.391
      4906      5.899           5.863           7.067           6.405
      4907      5.870           5.831           7.028           6.358
      4908      6.019           5.986           7.146           6.495
      4909      5.793           5.756           6.956           6.281
      4910      5.843           5.807           6.994           6.332
      4911      5.814           5.772           6.993           6.306
      4912      5.749           5.716           6.932           6.244
      4913      5.793           5.762           6.966           6.281
      4914      5.678           5.652           6.855           6.183
      4915      5.771           5.730           6.978           6.287
      4916      5.817           5.778           6.960           6.297
      4917      5.888           5.852           7.016           6.355
      4918      5.836           5.802           7.001           6.323
      4919      5.828           5.795           6.978           6.314
      4920      5.743           5.707           6.910           6.244
      4921      5.783           5.750           6.976           6.291
      4922      5.972           5.941           7.113           6.449
      4923      5.899           5.864           7.083           6.405
      4924      5.820           5.791           7.021           6.339
      4925      5.778           5.741           7.017           6.300
      4926      5.893           5.856           7.086           6.398
      4927      5.877           5.840           7.054           6.370
      4928      5.868           5.835           7.093           6.387
      4929      5.772           5.743           7.051           6.324
      4930      5.825           5.798           7.018           6.339
      4931      5.853           5.816           7.034           6.356
      4932      5.790           5.758           7.011           6.322
      4933      5.867           5.838           7.044           6.379
      4934      5.784           5.754           6.988           6.316
      4935      5.885           5.848           7.098           6.419
      4936      5.788           5.749           6.997           6.312
      4937      5.763           5.731           6.964           6.294
      4938      5.775           5.733           7.017           6.311
      4939      5.791           5.757           6.992           6.318
      4940      5.713           5.678           6.949           6.251
      4941      5.769           5.738           6.990           6.301
      4942      5.785           5.752           7.006           6.319
      4943      5.720           5.690           6.920           6.238
      4944      5.731           5.703           6.986           6.283
      4945      5.823           5.788           7.038           6.346
      4946      5.697           5.660           6.960           6.251
      4947      5.777           5.746           7.002           6.303
      4948      5.769           5.732           7.018           6.308
      4949      5.802           5.768           7.057           6.359
      4950      5.842           5.810           7.037           6.351
      4951      5.680           5.651           6.911           6.207
      4952      5.723           5.680           6.982           6.258
      4953      5.855           5.827           7.040           6.360
      4954      5.775           5.739           7.005           6.307
      4955      5.870           5.840           7.076           6.385
      4956      5.887           5.856           7.106           6.412
      4957      5.916           5.893           7.141           6.440
      4958      5.778           5.755           6.996           6.298
      4959      5.820           5.798           7.032           6.339
      4960      5.819           5.797           7.037           6.335
      4961      5.691           5.661           6.924           6.231
      4962      5.650           5.626           6.895           6.208
      4963      5.689           5.652           6.938           6.227
      4964      5.757           5.723           6.967           6.284
      4965      5.757           5.720           6.986           6.289
      4966      5.773           5.741           7.019           6.301
      4967      5.859           5.825           7.086           6.387
      4968      5.737           5.708           6.982           6.275
      4969      5.752           5.718           6.977           6.263
      4970      5.783           5.761           7.005           6.314
      4971      5.687           5.664           6.939           6.235
      4972      5.838           5.803           7.031           6.350
      4973      5.721           5.688           6.954           6.259
      4974      5.781           5.742           7.013           6.317
      4975      5.725           5.693           6.964           6.273
      4976      5.949           5.912           7.120           6.460
      4977      5.876           5.842           7.093           6.416
      4978      5.787           5.752           6.993           6.314
      4979      5.856           5.820           7.054           6.367
      4980      5.894           5.860           7.093           6.398
      4981      5.809           5.775           7.055           6.345
      4982      5.704           5.670           6.975           6.268
      4983      5.749           5.719           6.986           6.303
      4984      5.823           5.788           7.010           6.344
      4985      5.735           5.697           6.944           6.275
      4986      5.776           5.736           6.961           6.299
      4987      5.886           5.853           7.072           6.406
      4988      5.801           5.762           6.988           6.327
      4989      5.724           5.689           6.924           6.247
      4990      5.804           5.769           6.986           6.317
      4991      5.717           5.684           6.925           6.246
      4992      5.742           5.710           6.951           6.282
      4993      5.759           5.728           7.022           6.317
      4994      5.740           5.711           6.965           6.267
      4995      5.618           5.584           6.898           6.190
      4996      5.792           5.765           7.031           6.343
      4997      5.796           5.777           6.975           6.318
      4998      5.739           5.706           6.968           6.276
      4999      5.763           5.733           7.000           6.310
      5000      5.786           5.759           6.982           6.308
      5001      5.689           5.656           6.901           6.220
      5002      5.642           5.607           6.836           6.171
      5003      5.690           5.657           6.867           6.212
      5004      5.829           5.796           7.009           6.342
      5005      5.667           5.635           6.856           6.193
      5006      5.707           5.682           6.881           6.229
      5007      5.673           5.638           6.840           6.189
      5008      5.769           5.739           6.983           6.308
      5009      5.836           5.810           7.010           6.353
      5010      5.780           5.753           6.982           6.312
      5011      5.796           5.762           6.987           6.321
      5012      5.650           5.623           6.823           6.171
      5013      5.603           5.570           6.830           6.156
      5014      5.645           5.617           6.857           6.184
      5015      5.798           5.774           6.980           6.324
      5016      5.829           5.795           6.988           6.331
      5017      5.678           5.640           6.915           6.214
      5018      5.781           5.753           6.971           6.293
      5019      5.837           5.805           7.015           6.337
      5020      5.742           5.708           6.926           6.256
      5021      5.798           5.771           6.938           6.301
      5022      5.823           5.783           6.982           6.317
      5023      5.918           5.874           7.094           6.405
      5024      5.839           5.795           7.031           6.337
      5025      5.840           5.805           7.036           6.353
      5026      5.855           5.814           7.035           6.362
      5027      5.790           5.755           6.984           6.311
      5028      5.851           5.818           7.048           6.370
      5029      5.783           5.747           7.000           6.311
      5030      5.897           5.863           7.081           6.411
      5031      5.723           5.682           6.901           6.236
      5032      5.680           5.644           6.908           6.224
      5033      5.778           5.743           6.951           6.289
      5034      5.686           5.657           6.889           6.215
      5035      5.685           5.657           6.870           6.202
      5036      5.708           5.679           6.896           6.223
      5037      5.781           5.746           6.959           6.292
      5038      5.728           5.691           6.933           6.256
      5039      5.751           5.714           6.984           6.297
      5040      5.659           5.622           6.879           6.195
      5041      5.753           5.716           6.930           6.269
      5042      5.815           5.779           6.961           6.316
      5043      5.679           5.651           6.854           6.201
      5044      5.685           5.649           6.841           6.193
      5045      5.754           5.720           6.950           6.273
      5046      5.758           5.725           6.962           6.288
      5047      5.859           5.823           7.038           6.368
      5048      5.783           5.747           6.962           6.295
      5049      5.720           5.682           6.934           6.253
      5050      5.689           5.653           6.876           6.213
      5051      5.857           5.817           7.057           6.379
      5052      5.782           5.746           6.921           6.275
      5053      5.764           5.721           6.926           6.276
      5054      5.616           5.572           6.818           6.156
      5055      5.615           5.578           6.820           6.147
      5056      5.661           5.631           6.871           6.210
      5057      5.668           5.633           6.851           6.190
      5058      5.630           5.596           6.825           6.155
      5059      5.618           5.586           6.813           6.149
      5060      5.714           5.679           6.877           6.225
      5061      5.707           5.675           6.877           6.218
      5062      5.803           5.769           6.977           6.305
      5063      5.845           5.813           6.995           6.343
      5064      5.788           5.762           6.931           6.289
      5065      5.719           5.686           6.894           6.229
      5066      5.795           5.758           6.968           6.303
      5067      5.777           5.744           6.980           6.297
      5068      5.753           5.715           6.970           6.285
      5069      5.773           5.744           6.983           6.305
      5070      5.708           5.673           6.921           6.233
      5071      5.773           5.747           6.981           6.300
      5072      5.663           5.632           6.842           6.178
      5073      5.721           5.689           6.901           6.236
      5074      5.682           5.642           6.864           6.205
      5075      5.706           5.670           6.899           6.225
      5076      5.612           5.578           6.820           6.134
      5077      5.703           5.675           6.906           6.225
      5078      5.847           5.808           7.015           6.351
      5079      5.666           5.632           6.866           6.194
      5080      5.752           5.717           6.923           6.247
      5081      5.778           5.742           6.947           6.289
      5082      5.720           5.690           6.891           6.231
      5083      5.734           5.698           6.881           6.241
      5084      5.827           5.789           6.989           6.336
      5085      5.769           5.733           6.929           6.284
      5086      5.717           5.681           6.909           6.238
      5087      5.859           5.828           6.980           6.337
      5088      5.717           5.684           6.859           6.216
      5089      5.717           5.687           6.851           6.221
      5090      5.598           5.563           6.748           6.105
      5091      5.686           5.651           6.825           6.186
      5092      5.662           5.626           6.819           6.171
      5093      5.657           5.623           6.839           6.174
      5094      5.630           5.597           6.816           6.154
      5095      5.673           5.642           6.851           6.187
      5096      5.681           5.651           6.874           6.203
      5097      5.775           5.739           6.924           6.276
      5098      5.652           5.619           6.883           6.193
      5099      5.601           5.574           6.846           6.156
      5100      5.550           5.520           6.771           6.087
      5101      5.640           5.599           6.840           6.162
      5102      5.742           5.698           6.904           6.236
      5103      5.766           5.727           6.915           6.260
      5104      5.686           5.647           6.863           6.195
      5105      5.694           5.662           6.888           6.217
      5106      5.579           5.545           6.797           6.110
      5107      5.547           5.512           6.788           6.090
      5108      5.570           5.534           6.774           6.088
      5109      5.512           5.477           6.766           6.068
      5110      5.577           5.540           6.823           6.115
      5111      5.628           5.586           6.871           6.167
      5112      5.611           5.576           6.842           6.137
      5113      5.638           5.605           6.859           6.170
      5114      5.596           5.562           6.825           6.124
      5115      5.690           5.657           6.897           6.204
      5116      5.600           5.573           6.826           6.138
      5117      5.665           5.637           6.865           6.189
      5118      5.665           5.633           6.877           6.189
      5119      5.694           5.664           6.916           6.232
      5120      5.671           5.635           6.890           6.211
      5121      5.601           5.571           6.815           6.123
      5122      5.683           5.650           6.854           6.187
      5123      5.538           5.496           6.756           6.060
      5124      5.520           5.486           6.748           6.062
      5125      5.525           5.487           6.726           6.052
      5126      5.624           5.578           6.803           6.131
      5127      5.451           5.413           6.686           6.002
      5128      5.556           5.518           6.785           6.095
      5129      5.511           5.474           6.724           6.042
      5130      5.501           5.465           6.702           6.033
      5131      5.528           5.497           6.714           6.048
      5132      5.523           5.482           6.735           6.054
      5133      5.553           5.521           6.772           6.095
      5134      5.452           5.420           6.702           6.002
      5135      5.448           5.416           6.696           6.005
      5136      5.511           5.479           6.760           6.055
      5137      5.471           5.438           6.718           6.015
      5138      5.576           5.542           6.793           6.108
      5139      5.621           5.587           6.837           6.147
      5140      5.592           5.562           6.784           6.112
      5141      5.531           5.500           6.760           6.072
      5142      5.604           5.572           6.804           6.120
      5143      5.625           5.595           6.829           6.140
      5144      5.586           5.548           6.782           6.103
      5145      5.435           5.403           6.665           5.974
      5146      5.517           5.490           6.734           6.053
      5147      5.556           5.524           6.781           6.089
      5148      5.556           5.526           6.774           6.091
      5149      5.487           5.454           6.710           6.023
      5150      5.526           5.490           6.754           6.061
      5151      5.457           5.420           6.678           5.983
      5152      5.439           5.409           6.647           5.962
      5153      5.582           5.550           6.789           6.112
      5154      5.445           5.412           6.660           5.977
      5155      5.581           5.545           6.804           6.112
      5156      5.629           5.595           6.808           6.137
      5157      5.595           5.559           6.806           6.118
      5158      5.530           5.491           6.736           6.052
      5159      5.612           5.572           6.813           6.137
      5160      5.671           5.631           6.873           6.190
      5161      5.577           5.534           6.757           6.086
      5162      5.516           5.482           6.729           6.044
      5163      5.567           5.530           6.795           6.120
      5164      5.522           5.484           6.743           6.062
      5165      5.444           5.414           6.692           6.007
      5166      5.451           5.422           6.676           6.001
      5167      5.476           5.439           6.719           6.028
      5168      5.511           5.484           6.765           6.065
      5169      5.452           5.424           6.695           5.998
      5170      5.440           5.413           6.626           5.961
      5171      5.617           5.590           6.821           6.153
      5172      5.560           5.532           6.740           6.077
      5173      5.616           5.583           6.818           6.149
      5174      5.454           5.437           6.648           5.992
      5175      5.541           5.516           6.740           6.075
      5176      5.547           5.518           6.749           6.077
      5177      5.604           5.560           6.805           6.131
      5178      5.595           5.553           6.770           6.110
      5179      5.540           5.494           6.732           6.068
      5180      5.509           5.471           6.717           6.044
      5181      5.488           5.442           6.684           6.017
      5182      5.536           5.502           6.749           6.070
      5183      5.627           5.581           6.782           6.134
      5184      5.652           5.614           6.802           6.166
      5185      5.613           5.566           6.768           6.123
      5186      5.654           5.605           6.840           6.169
      5187      5.600           5.555           6.797           6.121
      5188      5.675           5.639           6.879           6.199
      5189      5.747           5.707           6.926           6.247
      5190      5.775           5.740           6.975           6.288
      5191      5.709           5.671           6.922           6.240
      5192      5.760           5.719           6.951           6.289
      5193      5.732           5.691           6.895           6.242
      5194      5.602           5.565           6.841           6.145
      5195      5.685           5.639           6.923           6.227
      5196      5.581           5.538           6.839           6.136
      5197      5.601           5.554           6.834           6.143
      5198      5.640           5.596           6.868           6.180
      5199      5.678           5.625           6.889           6.196
      5200      5.562           5.527           6.783           6.103
      5201      5.550           5.509           6.818           6.114
      5202      5.591           5.552           6.818           6.132
      5203      5.659           5.616           6.898           6.199
      5204      5.551           5.507           6.815           6.101
      5205      5.582           5.544           6.819           6.120
      5206      5.602           5.566           6.825           6.125
      5207      5.574           5.544           6.859           6.134
      5208      5.685           5.653           6.928           6.236
      5209      5.659           5.616           6.934           6.208
      5210      5.592           5.557           6.881           6.158
      5211      5.614           5.577           6.909           6.178
      5212      5.683           5.649           6.900           6.211
      5213      5.763           5.728           6.956           6.295
      5214      5.823           5.787           7.007           6.348
      5215      5.691           5.655           6.882           6.209
      5216      5.802           5.767           6.969           6.309
      5217      5.655           5.619           6.888           6.196
      5218      5.614           5.581           6.841           6.149
      5219      5.592           5.561           6.800           6.119
      5220      5.575           5.539           6.766           6.085
      5221      5.604           5.566           6.819           6.133
      5222      5.697           5.662           6.867           6.215
      5223      5.713           5.680           6.888           6.227
      5224      5.643           5.604           6.861           6.180
      5225      5.565           5.525           6.794           6.109
      5226      5.661           5.622           6.895           6.212
      5227      5.550           5.512           6.793           6.099
      5228      5.590           5.548           6.837           6.139
      5229      5.568           5.533           6.787           6.110
      5230      5.626           5.586           6.842           6.158
      5231      5.669           5.627           6.856           6.189
      5232      5.683           5.642           6.890           6.214
      5233      5.550           5.521           6.780           6.103
      5234      5.636           5.597           6.859           6.188
      5235      5.621           5.580           6.830           6.150
      5236      5.648           5.601           6.857           6.174
      5237      5.740           5.703           6.941           6.275
      5238      5.654           5.612           6.865           6.193
      5239      5.616           5.573           6.814           6.137
      5240      5.685           5.642           6.861           6.196
      5241      5.684           5.643           6.911           6.224
      5242      5.629           5.593           6.832           6.159
      5243      5.679           5.643           6.870           6.201
      5244      5.732           5.699           6.886           6.246
      5245      5.783           5.751           6.950           6.293
      5246      5.635           5.604           6.823           6.156
      5247      5.691           5.654           6.905           6.216
      5248      5.676           5.638           6.869           6.209
      5249      5.649           5.612           6.847           6.182
      5250      5.652           5.609           6.868           6.191
      5251      5.738           5.708           6.916           6.254
      5252      5.741           5.712           6.918           6.261
      5253      5.674           5.645           6.867           6.205
      5254      5.648           5.620           6.843           6.178
      5255      5.685           5.653           6.887           6.215
      5256      5.622           5.595           6.845           6.162
      5257      5.573           5.545           6.815           6.128
      5258      5.514           5.484           6.775           6.079
      5259      5.591           5.552           6.817           6.120
      5260      5.649           5.616           6.889           6.206
      5261      5.606           5.571           6.869           6.173
      5262      5.638           5.603           6.858           6.186
      5263      5.620           5.587           6.835           6.158
      5264      5.701           5.668           6.902           6.230
      5265      5.639           5.604           6.864           6.181
      5266      5.541           5.512           6.779           6.087
      5267      5.643           5.607           6.865           6.186
      5268      5.702           5.664           6.892           6.235
      5269      5.627           5.593           6.843           6.171
      5270      5.545           5.514           6.812           6.119
      5271      5.723           5.688           6.955           6.261
      5272      5.626           5.588           6.881           6.180
      5273      5.607           5.571           6.845           6.151
      5274      5.634           5.607           6.854           6.167
      5275      5.627           5.597           6.850           6.164
      5276      5.593           5.566           6.801           6.122
      5277      5.607           5.584           6.853           6.151
      5278      5.642           5.613           6.889           6.183
      5279      5.597           5.556           6.847           6.144
      5280      5.612           5.579           6.830           6.149
      5281      5.635           5.601           6.837           6.165
      5282      5.596           5.562           6.822           6.140
      5283      5.592           5.555           6.828           6.156
      5284      5.522           5.497           6.748           6.084
      5285      5.625           5.591           6.841           6.173
      5286      5.545           5.515           6.753           6.094
      5287      5.549           5.519           6.760           6.102
      5288      5.609           5.577           6.809           6.150
      5289      5.612           5.582           6.797           6.142
      5290      5.621           5.588           6.818           6.155
      5291      5.529           5.498           6.738           6.064
      5292      5.593           5.554           6.791           6.124
      5293      5.692           5.661           6.872           6.209
      5294      5.645           5.612           6.875           6.198
      5295      5.563           5.526           6.809           6.119
      5296      5.542           5.513           6.746           6.085
      5297      5.566           5.526           6.781           6.098
      5298      5.552           5.518           6.749           6.084
      5299      5.593           5.560           6.781           6.117
      5300      5.614           5.581           6.859           6.169
      5301      5.555           5.517           6.811           6.111
      5302      5.501           5.471           6.754           6.068
      5303      5.539           5.502           6.777           6.092
      5304      5.693           5.656           6.906           6.235
      5305      5.747           5.708           6.935           6.271
      5306      5.578           5.546           6.796           6.121
      5307      5.664           5.623           6.881           6.200
      5308      5.587           5.559           6.782           6.119
      5309      5.521           5.489           6.722           6.058
      5310      5.586           5.555           6.798           6.124
      5311      5.571           5.538           6.818           6.127
      5312      5.579           5.550           6.818           6.138
      5313      5.585           5.554           6.793           6.129
      5314      5.579           5.546           6.787           6.104
      5315      5.588           5.556           6.766           6.111
      5316      5.519           5.485           6.739           6.058
      5317      5.430           5.397           6.660           5.982
      5318      5.561           5.530           6.777           6.106
      5319      5.611           5.579           6.828           6.148
      5320      5.563           5.533           6.794           6.110
      5321      5.606           5.578           6.843           6.152
      5322      5.487           5.457           6.726           6.034
      5323      5.596           5.561           6.826           6.146
      5324      5.582           5.552           6.818           6.131
      5325      5.551           5.522           6.764           6.090
      5326      5.677           5.638           6.864           6.200
      5327      5.531           5.500           6.722           6.063
      5328      5.533           5.499           6.753           6.075
      5329      5.534           5.505           6.745           6.072
      5330      5.604           5.575           6.797           6.131
      5331      5.624           5.592           6.822           6.155
      5332      5.519           5.492           6.714           6.060
      5333      5.555           5.528           6.734           6.087
      5334      5.587           5.553           6.800           6.124
      5335      5.487           5.451           6.687           6.024
      5336      5.591           5.557           6.795           6.126
      5337      5.629           5.594           6.833           6.165
      5338      5.658           5.629           6.873           6.195
      5339      5.639           5.606           6.825           6.157
      5340      5.630           5.592           6.841           6.156
      5341      5.485           5.453           6.746           6.044
      5342      5.547           5.514           6.749           6.072
      5343      5.587           5.556           6.803           6.136
      5344      5.558           5.528           6.760           6.097
      5345      5.555           5.523           6.755           6.085
      5346      5.623           5.590           6.818           6.150
      5347      5.471           5.434           6.679           6.000
      5348      5.592           5.560           6.793           6.117
      5349      5.580           5.548           6.759           6.102
      5350      5.576           5.538           6.748           6.093
      5351      5.565           5.529           6.744           6.085
      5352      5.714           5.673           6.876           6.218
      5353      5.595           5.555           6.798           6.123
      5354      5.598           5.560           6.793           6.128
      5355      5.602           5.564           6.790           6.124
      5356      5.505           5.463           6.717           6.036
      5357      5.541           5.509           6.736           6.074
      5358      5.565           5.534           6.783           6.103
      5359      5.496           5.463           6.755           6.056
      5360      5.509           5.474           6.706           6.042
      5361      5.467           5.431           6.698           6.012
      5362      5.506           5.476           6.697           6.035
      5363      5.383           5.347           6.617           5.930
      5364      5.373           5.345           6.593           5.915
      5365      5.445           5.413           6.679           5.999
      5366      5.404           5.370           6.637           5.952
      5367      5.458           5.433           6.673           5.998
      5368      5.478           5.447           6.646           5.997
      5369      5.393           5.359           6.614           5.941
      5370      5.522           5.486           6.679           6.041
      5371      5.398           5.366           6.589           5.935
      5372      5.507           5.467           6.720           6.046
      5373      5.521           5.491           6.720           6.069
      5374      5.560           5.527           6.744           6.104
      5375      5.585           5.555           6.810           6.140
      5376      5.577           5.549           6.753           6.114
      5377      5.526           5.499           6.745           6.075
      5378      5.539           5.521           6.736           6.084
      5379      5.547           5.523           6.741           6.087
      5380      5.477           5.458           6.675           6.024
      5381      5.573           5.552           6.736           6.096
      5382      5.494           5.477           6.682           6.035
      5383      5.564           5.543           6.754           6.098
      5384      5.705           5.677           6.858           6.220
      5385      5.521           5.496           6.738           6.073
      5386      5.669           5.641           6.821           6.191
      5387      5.595           5.571           6.819           6.156
      5388      5.638           5.614           6.798           6.162
      5389      5.634           5.603           6.808           6.159
      5390      5.602           5.578           6.800           6.142
      5391      5.617           5.583           6.807           6.148
      5392      5.478           5.449           6.717           6.023
      5393      5.424           5.395           6.669           5.973
      5394      5.460           5.429           6.702           6.007
      5395      5.558           5.525           6.756           6.083
      5396      5.500           5.478           6.716           6.035
      5397      5.436           5.416           6.683           6.004
      5398      5.583           5.559           6.773           6.109
      5399      5.379           5.360           6.651           5.960
      5400      5.577           5.551           6.783           6.123
      5401      5.556           5.529           6.747           6.088
      5402      5.540           5.517           6.775           6.094
      5403      5.653           5.623           6.820           6.167
      5404      5.603           5.571           6.777           6.122
      5405      5.735           5.706           6.855           6.223
      5406      5.611           5.587           6.759           6.125
      5407      5.618           5.595           6.780           6.131
      5408      5.662           5.636           6.812           6.178
      5409      5.571           5.544           6.788           6.121
      5410      5.700           5.676           6.858           6.224
      5411      5.663           5.636           6.851           6.195
      5412      5.590           5.554           6.767           6.110
      5413      5.602           5.578           6.809           6.149
      5414      5.515           5.492           6.765           6.078
      5415      5.623           5.600           6.814           6.156
      5416      5.593           5.568           6.776           6.126
      5417      5.632           5.608           6.813           6.168
      5418      5.598           5.573           6.808           6.140
      5419      5.604           5.575           6.788           6.138
      5420      5.683           5.658           6.907           6.233
      5421      5.479           5.448           6.737           6.045
      5422      5.593           5.562           6.799           6.136
      5423      5.554           5.524           6.749           6.088
      5424      5.469           5.438           6.709           6.033
      5425      5.503           5.474           6.697           6.035
      5426      5.618           5.589           6.810           6.152
      5427      5.590           5.558           6.756           6.122
      5428      5.572           5.541           6.763           6.112
      5429      5.627           5.595           6.815           6.161
      5430      5.702           5.677           6.847           6.213
      5431      5.537           5.510           6.754           6.076
      5432      5.567           5.533           6.743           6.091
      5433      5.575           5.549           6.791           6.131
      5434      5.586           5.557           6.754           6.110
      5435      5.621           5.591           6.812           6.155
      5436      5.648           5.619           6.862           6.192
      5437      5.527           5.505           6.746           6.075
      5438      5.558           5.530           6.749           6.084
      5439      5.559           5.528           6.782           6.102
      5440      5.544           5.509           6.761           6.092
      5441      5.555           5.527           6.769           6.104
      5442      5.630           5.596           6.822           6.164
      5443      5.571           5.538           6.793           6.116
      5444      5.531           5.501           6.724           6.067
      5445      5.519           5.490           6.726           6.059
      5446      5.563           5.529           6.744           6.081
      5447      5.453           5.421           6.669           5.993
      5448      5.469           5.443           6.676           6.012
      5449      5.525           5.495           6.709           6.054
      5450      5.449           5.424           6.652           5.991
      5451      5.447           5.421           6.676           5.998
      5452      5.443           5.416           6.668           5.992
      5453      5.425           5.399           6.643           5.982
      5454      5.518           5.498           6.734           6.078
      5455      5.431           5.412           6.653           5.991
      5456      5.593           5.567           6.804           6.145
      5457      5.487           5.467           6.712           6.051
      5458      5.517           5.497           6.751           6.084
      5459      5.579           5.552           6.795           6.135
      5460      5.583           5.565           6.789           6.138
      5461      5.570           5.551           6.756           6.112
      5462      5.504           5.484           6.736           6.060
      5463      5.438           5.415           6.666           5.991
      5464      5.545           5.522           6.785           6.104
      5465      5.569           5.545           6.762           6.107
      5466      5.426           5.397           6.662           5.980
      5467      5.483           5.462           6.653           6.005
      5468      5.525           5.502           6.729           6.061
      5469      5.568           5.548           6.771           6.112
      5470      5.452           5.428           6.664           5.997
      5471      5.512           5.487           6.724           6.053
      5472      5.610           5.584           6.805           6.141
      5473      5.451           5.430           6.650           5.986
      5474      5.515           5.489           6.727           6.059
      5475      5.579           5.556           6.779           6.112
      5476      5.640           5.620           6.832           6.173
      5477      5.636           5.613           6.782           6.140
      5478      5.423           5.406           6.694           6.004
      5479      5.561           5.531           6.777           6.101
      5480      5.478           5.455           6.723           6.037
      5481      5.529           5.505           6.759           6.083
      5482      5.513           5.488           6.736           6.061
      5483      5.613           5.594           6.815           6.155
