  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy
     18217      6.050           6.006           7.311           6.605
     18218      6.043           6.003           7.257           6.572
     18219      6.054           6.010           7.278           6.602
     18220      6.078           6.034           7.330           6.629
     18221      6.007           5.970           7.266           6.574
     18222      6.069           6.021           7.304           6.614
     18223      5.993           5.944           7.234           6.541
     18224      6.081           6.037           7.335           6.638
     18225      5.977           5.929           7.232           6.525
     18226      6.082           6.037           7.316           6.626
     18227      6.096           6.050           7.363           6.667
     18228      5.801           5.755           7.080           6.369
     18229      5.969           5.931           7.198           6.520
     18230      6.017           5.969           7.239           6.553
     18231      5.989           5.951           7.207           6.536
     18232      6.010           5.975           7.227           6.551
     18233      5.985           5.945           7.234           6.537
     18234      6.042           6.006           7.260           6.585
     18235      6.074           6.037           7.280           6.611
     18236      5.941           5.898           7.144           6.468
     18237      5.910           5.878           7.163           6.473
     18238      5.878           5.831           7.128           6.430
     18239      5.933           5.894           7.167           6.485
     18240      5.994           5.951           7.219           6.533
     18241      6.019           5.980           7.252           6.567
     18242      5.972           5.926           7.211           6.517
     18243      6.068           6.022           7.263           6.595
     18244      5.955           5.912           7.179           6.496
     18245      5.921           5.883           7.133           6.464
     18246      6.041           6.008           7.277           6.592
     18247      5.889           5.845           7.163           6.455
     18248      5.920           5.878           7.194           6.481
     18249      5.999           5.963           7.256           6.556
     18250      5.933           5.892           7.204           6.502
     18251      6.030           5.984           7.297           6.599
     18252      5.874           5.832           7.178           6.460
     18253      6.000           5.957           7.283           6.580
     18254      5.885           5.840           7.169           6.460
     18255      5.924           5.893           7.180           6.486
     18256      6.011           5.975           7.271           6.580
     18257      5.818           5.777           7.083           6.375
     18258      5.845           5.802           7.116           6.405
     18259      5.809           5.766           7.127           6.404
     18260      5.850           5.804           7.157           6.431
     18261      5.895           5.854           7.149           6.453
     18262      5.974           5.932           7.246           6.543
     18263      5.997           5.956           7.253           6.553
     18264      5.895           5.853           7.168           6.459
     18265      5.882           5.838           7.135           6.442
     18266      5.840           5.801           7.116           6.414
     18267      5.845           5.806           7.091           6.403
     18268      5.856           5.819           7.159           6.442
     18269      5.944           5.898           7.202           6.505
     18270      5.973           5.930           7.234           6.540
     18271      5.865           5.824           7.167           6.451
     18272      5.855           5.812           7.134           6.434
     18273      5.825           5.789           7.113           6.420
     18274      5.908           5.863           7.206           6.499
     18275      5.925           5.885           7.193           6.506
     18276      5.888           5.854           7.184           6.481
     18277      5.845           5.803           7.117           6.436
     18278      5.894           5.849           7.170           6.488
     18279      5.969           5.923           7.227           6.557
     18280      5.874           5.825           7.177           6.475
     18281      5.969           5.926           7.211           6.546
     18282      5.849           5.810           7.127           6.434
     18283      5.853           5.810           7.159           6.453
     18284      5.937           5.902           7.243           6.545
     18285      5.920           5.890           7.230           6.530
     18286      5.940           5.902           7.219           6.523
     18287      5.876           5.833           7.199           6.487
     18288      5.963           5.917           7.304           6.580
     18289      5.955           5.909           7.251           6.542
     18290      5.832           5.787           7.155           6.440
     18291      6.000           5.959           7.310           6.597
     18292      5.967           5.929           7.256           6.555
     18293      5.907           5.870           7.178           6.487
     18294      5.947           5.906           7.214           6.519
     18295      5.910           5.874           7.189           6.495
     18296      5.831           5.795           7.106           6.414
     18297      5.850           5.820           7.135           6.435
     18298      5.921           5.887           7.196           6.502
     18299      5.922           5.880           7.191           6.496
     18300      5.921           5.877           7.190           6.502
     18301      6.004           5.963           7.269           6.579
     18302      5.974           5.940           7.215           6.538
     18303      5.947           5.902           7.199           6.518
     18304      5.994           5.954           7.285           6.576
     18305      5.879           5.844           7.177           6.476
     18306      5.848           5.810           7.111           6.430
     18307      5.904           5.862           7.185           6.489
     18308      5.802           5.761           7.092           6.399
     18309      5.828           5.784           7.125           6.418
     18310      5.758           5.719           7.067           6.351
     18311      5.777           5.742           7.051           6.368
     18312      5.904           5.862           7.154           6.473
     18313      5.861           5.814           7.156           6.452
     18314      5.903           5.857           7.162           6.467
     18315      5.900           5.851           7.178           6.471
     18316      5.843           5.801           7.096           6.415
     18317      5.964           5.918           7.211           6.527
     18318      5.870           5.825           7.126           6.435
     18319      5.865           5.822           7.119           6.430
     18320      5.872           5.826           7.108           6.422
     18321      5.848           5.805           7.075           6.406
     18322      5.917           5.880           7.162           6.481
     18323      5.995           5.953           7.245           6.564
     18324      5.864           5.809           7.140           6.448
     18325      6.002           5.955           7.237           6.573
     18326      5.911           5.863           7.163           6.480
     18327      5.965           5.914           7.220           6.534
     18328      5.881           5.831           7.136           6.457
     18329      5.919           5.869           7.181           6.495
     18330      5.792           5.751           7.096           6.395
     18331      5.880           5.845           7.159           6.472
     18332      6.058           6.018           7.305           6.633
     18333      6.000           5.953           7.283           6.587
     18334      5.866           5.825           7.158           6.467
     18335      5.870           5.828           7.152           6.456
     18336      5.991           5.948           7.240           6.557
     18337      5.939           5.896           7.205           6.499
     18338      5.964           5.911           7.236           6.528
     18339      5.902           5.856           7.188           6.485
     18340      5.938           5.897           7.237           6.525
     18341      6.002           5.953           7.280           6.569
     18342      6.110           6.065           7.369           6.676
     18343      5.997           5.946           7.307           6.588
     18344      5.943           5.896           7.231           6.522
     18345      6.033           5.980           7.290           6.594
     18346      6.021           5.977           7.306           6.596
     18347      5.942           5.898           7.204           6.509
     18348      5.889           5.847           7.196           6.481
     18349      5.935           5.891           7.195           6.506
     18350      6.036           5.985           7.258           6.585
     18351      6.003           5.963           7.282           6.585
     18352      5.976           5.941           7.261           6.552
     18353      6.017           5.985           7.299           6.593
     18354      6.004           5.961           7.296           6.583
     18355      6.008           5.961           7.274           6.571
     18356      5.986           5.942           7.254           6.546
     18357      5.977           5.932           7.233           6.542
     18358      6.000           5.959           7.231           6.539
     18359      5.963           5.924           7.233           6.528
     18360      6.083           6.032           7.340           6.642
     18361      6.102           6.059           7.351           6.662
     18362      6.053           6.010           7.307           6.612
     18363      6.011           5.968           7.280           6.576
     18364      6.042           6.003           7.301           6.599
     18365      5.971           5.927           7.271           6.547
     18366      6.046           6.006           7.316           6.616
     18367      5.953           5.913           7.208           6.510
     18368      6.057           6.011           7.307           6.610
     18369      5.879           5.827           7.161           6.447
     18370      5.929           5.877           7.209           6.498
     18371      5.901           5.850           7.210           6.479
     18372      6.000           5.952           7.254           6.547
     18373      5.968           5.925           7.251           6.526
     18374      6.035           5.990           7.282           6.569
     18375      5.983           5.936           7.263           6.537
     18376      5.964           5.922           7.218           6.508
     18377      5.942           5.894           7.204           6.502
     18378      5.945           5.903           7.190           6.497
     18379      5.936           5.895           7.168           6.486
     18380      5.929           5.890           7.180           6.481
     18381      5.914           5.869           7.180           6.475
     18382      6.014           5.968           7.230           6.550
     18383      6.018           5.970           7.259           6.563
     18384      5.903           5.859           7.125           6.452
     18385      5.911           5.867           7.150           6.470
     18386      5.917           5.881           7.164           6.488
     18387      5.974           5.929           7.212           6.533
     18388      6.065           6.024           7.322           6.629
     18389      5.994           5.947           7.231           6.545
     18390      6.062           6.026           7.276           6.607
     18391      6.016           5.974           7.219           6.556
     18392      5.960           5.912           7.201           6.509
     18393      6.079           6.031           7.325           6.637
     18394      5.986           5.942           7.206           6.532
     18395      6.001           5.959           7.207           6.530
     18396      5.973           5.921           7.210           6.528
     18397      5.933           5.886           7.143           6.466
     18398      5.878           5.828           7.130           6.436
     18399      5.868           5.821           7.138           6.429
     18400      5.904           5.861           7.137           6.456
     18401      6.065           6.022           7.311           6.620
     18402      5.959           5.916           7.214           6.522
     18403      5.929           5.885           7.190           6.494
     18404      5.889           5.847           7.143           6.448
     18405      6.017           5.978           7.221           6.554
     18406      5.996           5.954           7.237           6.547
     18407      5.921           5.878           7.177           6.477
     18408      5.896           5.855           7.176           6.470
     18409      5.959           5.914           7.189           6.508
     18410      5.968           5.925           7.223           6.531
     18411      5.982           5.945           7.229           6.533
     18412      5.946           5.904           7.222           6.515
     18413      6.011           5.971           7.277           6.577
     18414      6.045           5.996           7.291           6.589
     18415      6.115           6.074           7.383           6.673
     18416      6.078           6.036           7.331           6.629
     18417      6.091           6.041           7.347           6.644
     18418      6.000           5.955           7.272           6.570
     18419      5.973           5.929           7.245           6.539
     18420      6.035           5.992           7.289           6.592
     18421      6.171           6.127           7.428           6.725
     18422      6.101           6.055           7.334           6.648
     18423      6.088           6.043           7.330           6.645
     18424      6.133           6.087           7.376           6.687
     18425      5.969           5.925           7.217           6.528
     18426      6.058           6.011           7.271           6.593
     18427      6.114           6.067           7.346           6.667
     18428      6.073           6.031           7.305           6.618
     18429      6.144           6.098           7.390           6.695
     18430      5.977           5.928           7.246           6.546
     18431      6.097           6.051           7.334           6.651
     18432      6.060           6.021           7.332           6.632
     18433      6.121           6.080           7.382           6.682
     18434      6.062           6.022           7.291           6.607
     18435      6.179           6.139           7.398           6.718
     18436      6.190           6.146           7.408           6.730
     18437      6.017           5.972           7.249           6.565
     18438      6.033           5.993           7.258           6.585
     18439      6.016           5.976           7.262           6.577
     18440      5.994           5.950           7.247           6.558
     18441      6.119           6.084           7.337           6.664
     18442      6.064           6.021           7.291           6.612
     18443      6.057           6.017           7.281           6.606
     18444      5.991           5.949           7.223           6.548
     18445      5.993           5.951           7.205           6.533
     18446      6.084           6.041           7.290           6.617
     18447      6.065           6.027           7.282           6.613
     18448      6.061           6.013           7.291           6.604
     18449      6.038           5.996           7.285           6.593
     18450      5.984           5.946           7.228           6.545
     18451      5.935           5.895           7.203           6.511
     18452      5.916           5.872           7.163           6.477
     18453      5.945           5.903           7.176           6.495
     18454      5.932           5.889           7.197           6.507
     18455      5.981           5.945           7.247           6.552
     18456      5.958           5.917           7.233           6.530
     18457      5.993           5.952           7.243           6.553
     18458      5.987           5.951           7.222           6.548
     18459      6.020           5.972           7.259           6.572
     18460      6.064           6.024           7.306           6.619
     18461      6.029           5.989           7.245           6.566
     18462      6.026           5.987           7.270           6.576
     18463      6.005           5.960           7.243           6.552
     18464      5.949           5.905           7.213           6.515
     18465      5.972           5.926           7.235           6.537
     18466      6.083           6.037           7.287           6.615
     18467      6.018           5.976           7.263           6.573
     18468      5.840           5.795           7.101           6.396
     18469      6.015           5.976           7.240           6.560
     18470      5.986           5.946           7.200           6.524
     18471      6.080           6.037           7.278           6.606
     18472      6.103           6.060           7.360           6.662
     18473      6.019           5.974           7.266           6.570
     18474      6.041           6.000           7.270           6.582
     18475      6.004           5.958           7.270           6.564
     18476      6.077           6.042           7.310           6.625
     18477      6.154           6.114           7.411           6.712
     18478      6.026           5.984           7.231           6.562
     18479      6.079           6.042           7.269           6.599
     18480      6.124           6.083           7.339           6.657
     18481      6.133           6.089           7.337           6.664
     18482      6.125           6.081           7.342           6.663
     18483      6.047           6.007           7.278           6.593
     18484      6.080           6.039           7.308           6.627
     18485      6.180           6.141           7.380           6.709
     18486      6.071           6.033           7.299           6.617
     18487      5.987           5.950           7.246           6.548
     18488      5.927           5.882           7.189           6.481
     18489      6.017           5.977           7.251           6.559
     18490      6.084           6.051           7.293           6.618
     18491      5.988           5.946           7.266           6.560
     18492      5.975           5.940           7.221           6.532
     18493      6.084           6.044           7.332           6.636
     18494      6.081           6.043           7.310           6.622
     18495      6.083           6.042           7.304           6.625
     18496      6.102           6.066           7.331           6.645
     18497      6.066           6.023           7.290           6.606
     18498      6.126           6.086           7.340           6.663
     18499      6.188           6.147           7.388           6.717
     18500      6.076           6.038           7.310           6.626
     18501      6.008           5.966           7.254           6.555
     18502      6.046           6.005           7.301           6.606
     18503      6.040           5.992           7.303           6.600
     18504      6.049           6.005           7.252           6.574
     18505      6.066           6.024           7.330           6.619
     18506      5.962           5.922           7.239           6.525
     18507      6.079           6.038           7.319           6.624
     18508      5.965           5.931           7.201           6.514
     18509      5.948           5.911           7.186           6.496
     18510      6.097           6.055           7.304           6.626
     18511      6.104           6.062           7.339           6.652
     18512      6.095           6.056           7.325           6.636
     18513      5.969           5.927           7.231           6.520
     18514      6.157           6.122           7.367           6.687
     18515      6.031           5.985           7.259           6.569
     18516      6.037           5.995           7.284           6.582
     18517      6.081           6.043           7.284           6.612
     18518      6.044           6.004           7.244           6.573
     18519      6.091           6.051           7.298           6.634
     18520      6.010           5.972           7.229           6.563
     18521      5.958           5.920           7.180           6.505
     18522      6.086           6.046           7.301           6.622
     18523      6.082           6.050           7.287           6.611
     18524      6.060           6.027           7.287           6.603
     18525      5.939           5.899           7.171           6.478
     18526      5.979           5.943           7.215           6.526
     18527      5.901           5.869           7.130           6.453
     18528      6.061           6.021           7.271           6.599
     18529      5.910           5.872           7.176           6.487
     18530      5.911           5.868           7.138           6.456
     18531      5.941           5.899           7.184           6.495
     18532      5.944           5.904           7.182           6.491
     18533      5.982           5.939           7.201           6.524
     18534      5.984           5.939           7.217           6.537
     18535      6.023           5.982           7.239           6.567
     18536      5.967           5.918           7.232           6.539
     18537      5.939           5.896           7.166           6.483
     18538      5.988           5.946           7.224           6.531
     18539      5.945           5.902           7.172           6.490
     18540      5.960           5.916           7.220           6.517
     18541      5.952           5.909           7.201           6.506
     18542      5.976           5.937           7.212           6.524
     18543      6.016           5.976           7.255           6.571
     18544      5.947           5.908           7.211           6.511
     18545      5.941           5.901           7.218           6.512
     18546      5.913           5.871           7.204           6.497
     18547      6.009           5.965           7.275           6.559
     18548      6.017           5.973           7.289           6.589
     18549      5.958           5.921           7.224           6.527
     18550      5.925           5.883           7.208           6.497
     18551      5.852           5.816           7.128           6.416
     18552      6.111           6.073           7.315           6.637
     18553      5.966           5.930           7.200           6.510
     18554      5.971           5.940           7.184           6.515
     18555      6.015           5.978           7.262           6.567
     18556      6.116           6.077           7.322           6.651
     18557      6.107           6.069           7.318           6.649
     18558      6.052           6.010           7.284           6.600
     18559      5.992           5.943           7.255           6.554
     18560      6.040           5.999           7.268           6.595
     18561      5.963           5.920           7.204           6.518
     18562      6.035           5.999           7.274           6.586
     18563      5.974           5.935           7.217           6.529
     18564      6.028           5.984           7.247           6.572
     18565      6.105           6.059           7.319           6.655
     18566      5.962           5.920           7.176           6.511
     18567      6.107           6.063           7.328           6.660
     18568      5.907           5.871           7.165           6.472
     18569      6.070           6.033           7.310           6.621
     18570      6.014           5.968           7.294           6.577
     18571      5.987           5.942           7.270           6.556
     18572      6.042           6.003           7.283           6.591
     18573      6.097           6.060           7.330           6.640
     18574      6.026           5.985           7.261           6.579
     18575      6.053           6.013           7.287           6.598
     18576      5.974           5.932           7.185           6.519
     18577      5.890           5.862           7.098           6.417 
     18578      5.881           5.844           7.088           6.401
     18579      5.833           5.797           7.089           6.385
     18580      5.900           5.864           7.127           6.434
     18581      5.849           5.812           7.086           6.388
     18582      5.827           5.786           7.106           6.391
     18583      5.755           5.716           7.025           6.310
     18584      5.798           5.759           7.089           6.360
     18585      5.786           5.745           7.104           6.369
     18586      5.880           5.844           7.157           6.433
     18587      5.772           5.734           7.083           6.352
     18588      5.766           5.721           7.066           6.347
     18589      5.885           5.841           7.165           6.452
     18590      5.850           5.813           7.100           6.394
     18591      5.881           5.843           7.145           6.431
     18592      5.818           5.786           7.077           6.372
     18593      5.762           5.727           7.046           6.326
     18594      5.999           5.961           7.256           6.547
     18595      5.914           5.876           7.180           6.475
     18596      5.937           5.902           7.205           6.483
     18597      5.860           5.818           7.106           6.409
     18598      5.962           5.923           7.190           6.496
     18599      5.827           5.791           7.129           6.396
     18600      5.817           5.781           7.116           6.388
     18601      5.924           5.892           7.152           6.466
     18602      5.874           5.837           7.147           6.436
     18603      6.002           5.969           7.206           6.523
     18604      5.926           5.887           7.182           6.476
     18605      5.925           5.890           7.187           6.480
     18606      5.861           5.820           7.123           6.414
     18607      5.793           5.749           7.062           6.349
     18608      5.804           5.759           7.083           6.367
     18609      5.740           5.705           7.010           6.311
     18610      5.764           5.723           7.059           6.334
     18611      5.748           5.712           7.025           6.311
     18612      5.807           5.762           7.092           6.363
     18613      5.794           5.755           7.088           6.364
     18614      5.852           5.814           7.098           6.395
     18615      5.950           5.914           7.197           6.490
     18616      5.840           5.799           7.098           6.385
     18617      5.882           5.842           7.156           6.442
     18618      5.831           5.792           7.112           6.398
     18619      5.975           5.936           7.193           6.501
     18620      5.856           5.818           7.100           6.397
     18621      5.981           5.945           7.245           6.532
     18622      5.978           5.944           7.236           6.531
     18623      5.894           5.854           7.181           6.457
     18624      5.891           5.849           7.153           6.443
     18625      5.905           5.863           7.188           6.459
     18626      5.876           5.828           7.168           6.441
     18627      5.967           5.922           7.236           6.515
     18628      6.034           5.992           7.295           6.576
     18629      5.955           5.916           7.230           6.515
     18630      5.941           5.896           7.214           6.499
     18631      5.911           5.869           7.198           6.471
     18632      5.893           5.855           7.129           6.431
     18633      5.788           5.745           7.051           6.338
     18634      5.922           5.878           7.201           6.484
     18635      5.998           5.957           7.240           6.537
     18636      5.943           5.902           7.199           6.491
     18637      5.989           5.949           7.227           6.519
     18638      5.922           5.881           7.187           6.468
     18639      5.868           5.821           7.115           6.407
     18640      5.839           5.796           7.090           6.385
     18641      5.789           5.748           7.021           6.323
     18642      5.897           5.857           7.164           6.450
     18643      5.939           5.892           7.180           6.474
     18644      5.885           5.847           7.166           6.448
     18645      5.901           5.862           7.166           6.458
     18646      5.942           5.898           7.213           6.496
     18647      5.982           5.934           7.229           6.508
     18648      5.973           5.936           7.250           6.526
     18649      6.004           5.965           7.295           6.565
     18650      5.858           5.820           7.152           6.429
     18651      5.910           5.870           7.206           6.480
     18652      5.913           5.876           7.174           6.467
     18653      5.933           5.887           7.212           6.493
     18654      5.909           5.878           7.219           6.480
     18655      5.887           5.851           7.169           6.454
     18656      5.947           5.908           7.248           6.524
     18657      5.801           5.767           7.118           6.383
     18658      5.880           5.843           7.157           6.435
     18659      5.940           5.904           7.246           6.509
     18660      5.858           5.822           7.119           6.407
     18661      5.820           5.783           7.115           6.385
     18662      5.811           5.769           7.106           6.371
     18663      5.857           5.817           7.174           6.434
     18664      5.942           5.896           7.234           6.508
     18665      5.827           5.784           7.110           6.391
     18666      5.899           5.852           7.140           6.434
     18667      5.784           5.741           7.115           6.370
     18668      5.951           5.913           7.208           6.503
     18669      5.881           5.841           7.161           6.449
     18670      5.921           5.885           7.216           6.492
     18671      5.861           5.826           7.139           6.421
     18672      5.888           5.852           7.198           6.465
     18673      5.928           5.885           7.221           6.496
     18674      5.886           5.846           7.165           6.446
     18675      5.932           5.893           7.265           6.524
     18676      6.001           5.960           7.262           6.551
     18677      5.938           5.902           7.199           6.489
     18678      5.958           5.919           7.270           6.534
     18679      5.991           5.954           7.244           6.536
     18680      6.121           6.080           7.386           6.670
     18681      5.940           5.909           7.216           6.503
     18682      5.880           5.837           7.179           6.459
     18683      6.012           5.980           7.255           6.561
     18684      5.896           5.859           7.169           6.457
     18685      5.904           5.865           7.208           6.484
     18686      6.069           6.020           7.296           6.608
     18687      6.101           6.055           7.342           6.633
     18688      6.054           6.004           7.309           6.601
     18689      6.018           5.982           7.260           6.567
     18690      6.038           6.000           7.296           6.593
     18691      6.042           5.999           7.294           6.593
     18692      5.989           5.951           7.236           6.542
     18693      6.093           6.054           7.340           6.646
     18694      5.933           5.893           7.212           6.493
     18695      5.921           5.886           7.201           6.479
     18696      5.979           5.942           7.266           6.542
     18697      5.962           5.920           7.250           6.529
     18698      5.907           5.868           7.171           6.462
     18699      6.086           6.044           7.363           6.650
     18700      5.935           5.896           7.241           6.512
     18701      6.015           5.982           7.244           6.555
     18702      5.944           5.901           7.228           6.511
     18703      5.952           5.912           7.226           6.502
     18704      5.950           5.913           7.235           6.512
     18705      5.953           5.907           7.201           6.496
     18706      6.048           6.009           7.281           6.589
     18707      5.859           5.818           7.111           6.406
     18708      6.042           5.997           7.280           6.584
     18709      5.983           5.935           7.256           6.542
     18710      5.962           5.914           7.217           6.514
     18711      5.910           5.865           7.167           6.451
     18712      5.989           5.951           7.241           6.540
     18713      5.972           5.928           7.246           6.531
     18714      5.939           5.898           7.250           6.523
     18715      5.978           5.933           7.217           6.520
     18716      6.051           6.010           7.320           6.612
     18717      6.120           6.072           7.363           6.666
     18718      6.063           6.016           7.333           6.616
     18719      6.095           6.059           7.341           6.630
     18720      6.151           6.116           7.396           6.690
     18721      6.100           6.068           7.357           6.649
     18722      6.135           6.109           7.394           6.684
     18723      6.017           5.980           7.254           6.549
     18724      6.086           6.054           7.324           6.638
     18725      6.027           5.987           7.275           6.572
     18726      6.087           6.046           7.342           6.643
     18727      6.040           5.990           7.293           6.571
     18728      5.975           5.931           7.230           6.519
     18729      6.003           5.963           7.239           6.535
     18730      5.980           5.943           7.217           6.517
     18731      6.020           5.970           7.277           6.565
     18732      5.860           5.817           7.153           6.426
     18733      6.126           6.082           7.368           6.665
     18734      5.973           5.925           7.248           6.530
     18735      6.023           5.976           7.293           6.585
     18736      6.155           6.116           7.401           6.706
     18737      6.131           6.086           7.413           6.690
     18738      6.062           6.018           7.328           6.624
     18739      6.110           6.067           7.382           6.677
     18740      6.080           6.035           7.324           6.642
     18741      6.021           5.979           7.258           6.574
     18742      5.964           5.918           7.207           6.509
     18743      6.066           6.013           7.313           6.608
     18744      6.045           5.993           7.268           6.576
     18745      6.085           6.032           7.308           6.616
     18746      6.049           6.006           7.280           6.608
     18747      6.106           6.069           7.318           6.648
     18748      6.129           6.086           7.348           6.666
     18749      6.118           6.077           7.338           6.658
     18750      6.122           6.077           7.334           6.663
     18751      6.106           6.062           7.327           6.645
     18752      6.151           6.107           7.352           6.670
     18753      6.018           5.984           7.216           6.549
     18754      6.100           6.060           7.346           6.653
     18755      5.990           5.952           7.264           6.561
     18756      5.858           5.817           7.122           6.419
     18757      5.955           5.919           7.230           6.526
     18758      5.929           5.890           7.204           6.507
     18759      5.906           5.869           7.145           6.455
     18760      5.978           5.938           7.220           6.528
     18761      5.927           5.887           7.189           6.496
     18762      6.000           5.962           7.252           6.552
     18763      6.035           5.997           7.270           6.567
     18764      5.910           5.879           7.147           6.462
     18765      5.990           5.947           7.239           6.531
     18766      6.073           6.034           7.308           6.620
     18767      6.082           6.045           7.289           6.611
     18768      5.971           5.937           7.203           6.516
     18769      6.118           6.078           7.356           6.659
     18770      6.068           6.029           7.308           6.610
     18771      5.987           5.948           7.241           6.544
     18772      6.051           6.007           7.312           6.612
     18773      6.079           6.037           7.323           6.626
     18774      5.925           5.889           7.205           6.494
     18775      6.006           5.965           7.234           6.547
     18776      5.977           5.936           7.231           6.532
     18777      5.966           5.924           7.239           6.529
     18778      6.032           5.991           7.301           6.590
     18779      5.917           5.872           7.182           6.475
     18780      5.955           5.911           7.218           6.518
     18781      5.969           5.922           7.226           6.529
     18782      6.033           5.994           7.283           6.590
     18783      6.043           5.999           7.283           6.604
     18784      6.060           6.014           7.301           6.613
     18785      6.007           5.961           7.250           6.555
     18786      6.102           6.060           7.346           6.660
     18787      6.028           5.986           7.270           6.583
     18788      6.097           6.065           7.323           6.643
     18789      5.979           5.931           7.215           6.517
     18790      5.987           5.935           7.266           6.554
     18791      6.029           5.987           7.261           6.566
     18792      5.954           5.914           7.211           6.508
     18793      5.911           5.867           7.170           6.470
     18794      5.923           5.887           7.193           6.496
     18795      5.910           5.871           7.186           6.483
     18796      5.954           5.913           7.207           6.509
     18797      5.934           5.889           7.205           6.494
     18798      5.994           5.953           7.256           6.552
     18799      6.054           6.009           7.269           6.580
     18800      5.861           5.818           7.108           6.407
     18801      5.970           5.930           7.215           6.527
     18802      5.978           5.931           7.219           6.520
     18803      6.108           6.066           7.316           6.634
     18804      6.027           5.985           7.274           6.570
     18805      6.059           6.012           7.342           6.621
     18806      6.009           5.964           7.257           6.551
     18807      6.013           5.976           7.255           6.554
     18808      5.954           5.913           7.223           6.504
     18809      5.947           5.901           7.230           6.511
     18810      6.030           5.990           7.289           6.585
     18811      5.893           5.847           7.194           6.471
     18812      5.943           5.902           7.227           6.517
     18813      5.971           5.926           7.239           6.530
     18814      6.013           5.966           7.260           6.560
     18815      5.966           5.916           7.180           6.496
     18816      6.028           5.977           7.256           6.566
     18817      5.903           5.860           7.153           6.456
     18818      6.008           5.961           7.264           6.568
     18819      5.999           5.959           7.218           6.539
     18820      5.870           5.819           7.118           6.420
     18821      5.934           5.888           7.148           6.471
     18822      5.850           5.796           7.094           6.393
     18823      5.936           5.895           7.157           6.468
     18824      6.026           5.978           7.233           6.553
     18825      6.000           5.954           7.273           6.564
     18826      6.000           5.952           7.271           6.565
     18827      5.938           5.889           7.180           6.490
     18828      6.094           6.051           7.310           6.633
     18829      6.100           6.057           7.333           6.646
     18830      6.134           6.087           7.362           6.681
     18831      6.237           6.198           7.455           6.776
     18832      6.048           6.003           7.288           6.602
     18833      6.043           6.008           7.279           6.590
     18834      6.015           5.977           7.287           6.571
     18835      5.912           5.872           7.173           6.468
     18836      6.028           5.993           7.284           6.587
     18837      5.985           5.939           7.235           6.535
     18838      6.067           6.019           7.280           6.604
     18839      6.027           5.989           7.272           6.579
     18840      5.960           5.911           7.230           6.521
     18841      6.011           5.967           7.235           6.549
     18842      6.078           6.037           7.292           6.610
     18843      5.982           5.944           7.243           6.547
     18844      6.021           5.981           7.269           6.576
     18845      5.926           5.887           7.143           6.471
     18846      5.918           5.875           7.174           6.475
     18847      6.032           5.984           7.277           6.576
     18848      5.944           5.904           7.194           6.498
     18849      5.908           5.860           7.185           6.481
     18850      5.940           5.897           7.187           6.495
     18851      5.927           5.886           7.209           6.508
     18852      5.922           5.881           7.194           6.482
     18853      5.909           5.867           7.183           6.468
     18854      5.911           5.869           7.164           6.468
     18855      5.934           5.896           7.187           6.492
     18856      6.010           5.975           7.244           6.552
     18857      6.030           5.995           7.274           6.585
     18858      5.973           5.936           7.214           6.526
     18859      5.926           5.885           7.186           6.485
